랜드마크,호텔이름,금액,평점,등급,링크
Forbidden_City,Hotel Kapok Beijing,134303,4.1,4,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiZDaGdJM09YNTZMUGJtSTBpR2d3dlp5OHhjSFI1YXpCaVpEY1FBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQgA4
Forbidden_City,Grand Hotel Beijing,189815,4.3,5,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiZDaGdJLU8ydW9zLWtfZnVMQVJvTEwyY3ZNVFUxY25ob2VIRVFBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ2A4
Forbidden_City,Mandarin Oriental Wangfujing Beijing,903707,4.9,5,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMidDaGtJejZXTGxQakJ1ZDQzR2cwdlp5OHhNV2R1YmpKNmMyY3pFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQkw8
Forbidden_City,The Imperial Mansion,216694,4.6,4,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiZDaGdJMWRxYXI5Ymk3S05pR2d3dlp5OHhNVjltWWw5bk1USVFBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ3hA
Forbidden_City,Sunworld Dynasty Hotel,146623,4.1,5,https://www.google.co.kr/travel/search?q=Forbidden_City%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaNQoXEhUKCC9tLzBqMGIyOgnsnpDquIjshLESGhIUCgcI5w8QCRgSEgcI5w8QCRgTGAEyAhAAKgcKBToDS1JX&qs=CAAgACgAMiZDaGdJMmFyZTZOYVprLU11R2d3dlp5OHhNbUl3TW1jNGVHZ1FBUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQqQ4
Gardens_by_the_Bay,Pan Pacific Singapore,584223,4.5,5,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMrwBQ2dzSTlPWG5sOFNiN2NYV0FSQUFHbnhCVUdSbVlsYzFVVWhhZFVoUGR6WmtMVGhQUlRCZllXWlZiblJ5WjNkbk5tVkJRWFV5VTJwZlR6Uk1TWGRXVldsU2FtNUljblpzYkd0a01EZFZUbmc1Y1ZvMlRVRm9kRlEyYjNCVlFTMXJaV1JCZG1JMFZWaE9ZamQ2WW05TVMzaFhXa0V6TVdOSWRHaFJTbXBWV1V0WGRIUTVYMk5CWWxkaU1XSkc4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ_hI
Gardens_by_the_Bay,Carlton Hotel Singapore,461773,4.4,4,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMiRDaGNJdnNQMnV0M2VzZkU0R2dzdlp5OHhkR3MyYlhad054QUI4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CLICEMr3BGoYChMI4OnpptnvgAMVAAAAAB0AAAAAENER
Gardens_by_the_Bay,Marina Bay Sands Singapore,913011,4.6,5,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMiJDaFVJMTd2VjB1X2ZwcllDR2drdmJTOHdaR1E1TURNUUFROA1IAA&ap=MABoAQ&ictx=1&sa=X&ved=0CDsQyvcEahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ0RE
Gardens_by_the_Bay,Garden Pod,665840,4.5,3,https://www.booking.com/hotel/sg/garden-pod-gardens-by-the-bay.en-gb.html?aid=356980&label=gog235jc-1DCAsoyQFCHWdhcmRlbi1wb2QtZ2FyZGVucy1ieS10aGUtYmF5SDNYA2h9iAEBmAEJuAEXyAEM2AED6AEBiAIBqAIDuAL_ypGnBsACAdICJDY4YWExYzVjLTVmZGEtNGVjYy05MWU0LTU4YzgxYWRjNTQyNtgCBOACAQ&sid=9f48d53fb2b9ba0b643d0f8284fd47fb&dist=0&keep_landing=1&sb_price_type=total&type=total&
Gardens_by_the_Bay,PARKROYAL COLLECTION Marina Bay,426628,4.4,5,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMiNDaFlJbEkyZDJ2YU0zS0QwQVJvSkwyMHZNRGhtWmw5aUVBRTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQrBM
Gardens_by_the_Bay,Mandarin Oriental,234247,4.6,5,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMrsBQ2dvSTFaM2QxTlBHdkpnZ0VBQWFmRUZRWkdaaVZ6ZEdibXBSZFdKZmRIQkhXVkJwUVZGQ2NGbG1kV2RMTFZaYVdYUlZkRzAyU21wSFpVdGpUVmhhY2t4alMxcE5NRVpTZVVGYVpEbG9SSEJRYmxseWJVdElZWHBvT1hoQ1VEbFpjemRvWDBkT1Z6RkJhRU50UldwcWRYUnRWR2RKU2pOM1JUa3ljMWxWYkdoV1ltYzBjRlJJWkc4elMwUTgNSAA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ9RE
Gardens_by_the_Bay,"Peninsula Excelsior Singapore, A Wyndham Hotel",207148,3.9,4,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMidDaGtJMmVLWm43SzVyXzdnQVJvTUwyY3ZNV2hqTW0xak0yaG9FQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CGwQyvcEahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQ0RE
Gardens_by_the_Bay,Jayleen Clarke Quay Hotel,137419,4.2,3,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMidDaGtJcnZDcnNLN2xwcUVaR2cwdlp5OHhNV0o0YW1wdGFEZG5FQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CAAQ5JsGahgKEwjg6emm2e-AAxUAAAAAHQAAAAAQihQ
Gardens_by_the_Bay,Hotel Grand Pacific,202323,3.9,4,https://www.trip.com/hotels/list/searchresults?city=73&hotelid=998521&locale=en_xx&curr=usd&allianceid=742331&sid=4137730&ppcid=ckid-1511634046_adid-585210036672_akid-kwd-305548293353_adgid-131476235256&utm_source=google&utm_medium=cpc&utm_campaign=15566726083&gad=1&gclid=EAIaIQobChMI2M348eDvgAMVpNlMAh0buQQdEAAYASAAEgKQi_D_BwE
Gardens_by_the_Bay,PARKROYAL COLLECTION Pickering,504941,4.5,5,https://www.panpacific.com/en/hotels-and-resorts/pr-collection-pickering/offers.html?gad=1&gclid=EAIaIQobChMIoPSJ9-DvgAMVmssWBR3pHAGfEAAYASAAEgKpGvD_BwE&gclsrc=aw.ds
Gardens_by_the_Bay,Lion Peak Hotel Raffles,166403,3.9,3,https://www.google.co.kr/travel/search?q=Gardens_by_the_Bay%20%ED%98%B8%ED%85%94&g2lb=2502548%2C2503771%2C2503781%2C4258168%2C4270442%2C4284970%2C4291517%2C4597339%2C4757164%2C4814050%2C4850738%2C4864715%2C4874190%2C4886480%2C4893075%2C4924070%2C4965990%2C4990494%2C72288622%2C72298667%2C72302247%2C72305577%2C72314788%2C72317059%2C72318440%2C72329393&hl=ko-KR&gl=kr&ssta=1&ts=CAESCgoCCAMKAggDEAAaSAoqEigKCS9tLzBiMGhiNTob6rCA65Og7IqkIOuwlOydtCDrjZQg67Kg7J20EhoSFAoHCOcPEAkYEhIHCOcPEAkYExgBMgIQACoHCgU6A0tSVw&qs=CAAgACgAMidDaGtJcm82eGh2S0J5cWNJR2cwdlp5OHhNV2N3ZEhBeE5tMDNFQUU4DUgA&ap=MABoAQ&ictx=1&sa=X&ved=0CJwDEMr3BGoYChMI4OnpptnvgAMVAAAAAB0AAAAAENER
Marina_Bay,Pan Pacific Singapore,445935,4.5,5,https://www.booking.com/hotel/sg/panpacificsingapore.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-25086_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-kr_aud-0_gacid-17490334799_mcid-10_ppa-1_clrid-0_ad-1_gstkid-0_checkin-20230901_&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2508601_95148868_0_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2508601_95148868_0_2_0;hpos=1;matching_block_id=2508601_95148868_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2508601_95148868_0_2_0__38048;srepoch=1692686928;srpvid=8a7b2fe6d0a305d3;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Swiss?tel The Stamford,441973,4.5,5,https://www.booking.com/hotel/sg/swissotelsingapore.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-245881_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230901__lp-1009871_r-19524525101319209410&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2508118_95148854_2_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=5;highlighted_blocks=2508118_95148854_2_2_0;hpos=5;matching_block_id=2508118_95148854_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2508118_95148854_2_2_0__37710;srepoch=1692687231;srpvid=de99307e34cb00b4;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Marina Bay Sands Singapore,854410,4.6,5,https://www.booking.com/hotel/sg/marina-bay-sands.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-245881_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230901__lp-1009871_r-19524525101319209410&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=24588162_266353018_2_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=24588162_266353018_2_0_0;hpos=1;matching_block_id=24588162_266353018_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=24588162_266353018_2_0_0__76900;srepoch=1692687231;srpvid=de99307e34cb00b4;type=total;ucfs=1&#hotelTmpl
Marina_Bay,The Fullerton Bay Hotel Singapore,894086,4.6,5,https://www.booking.com/hotel/sg/the-fullerton-bay-singapore.ko.html?aid=356980&label=gog235jc-1DCAsoyQFCG3RoZS1mdWxsZXJ0b24tYmF5LXNpbmdhcG9yZUgzWANofYgBAZgBF7gBF8gBDNgBA-gBAYgCAagCA7gC5rqRpwbAAgHSAiQyMWRlMGZmMy0xN2M3LTQ3ODYtYWI3Zi0zNjE1NGE3Y2UzZDjYAgTgAgE&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&group_children=0&keep_landing=1&no_rooms=1&sb_price_type=total&type=total&
Marina_Bay,InterContinental Singapore,468813,4.5,5,https://www.booking.com/hotel/sg/intercontinental-singapore.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-25103_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230901__lp-1009871_r-435546081877856676&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2510350_246025646_2_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2510350_246025646_2_2_0;hpos=1;matching_block_id=2510350_246025646_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2510350_246025646_2_2_0__41500;srepoch=1692687530;srpvid=aa9731144b2a0062;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Fairmont Singapore,473618,4.5,5,https://www.booking.com/hotel/sg/fairmont-singapore.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-25103_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230901__lp-1009871_r-435546081877856676&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2628807_95150066_2_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=8;highlighted_blocks=2628807_95150066_2_2_0;hpos=8;matching_block_id=2628807_95150066_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2628807_95150066_2_2_0__37710;srepoch=1692687530;srpvid=aa9731144b2a0062;type=total;ucfs=1&#hotelTmpl
Marina_Bay,The Fullerton Hotel Singapore,606664,4.6,5,https://www.booking.com/hotel/sg/the-fullerton-singapore.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-25103_dev-desktop_los-1_bw-10_dow-Friday_defdate-1_room-0_gstadt-2_rateid-public_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230901__lp-1009871_r-435546081877856676&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=26122843_91300229_0_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=6;highlighted_blocks=26122843_91300229_0_2_0;hpos=6;matching_block_id=26122843_91300229_0_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=26122843_91300229_0_2_0__55250;srepoch=1692687530;srpvid=aa9731144b2a0062;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Hotel Traveltine,243653,4.1,4,https://www.booking.com/hotel/sg/destination-singapore-beach-road.ko.html?aid=318615&label=New_Korean_KO_KR_27026368225-US_0cOEOels%2AIxImGQKCAQS634186708219%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi55650778352%3Atiaud-297601666995%3Adsa-302962658775%3Alp1009871%3Ali%3Adec%3Adm%3Aag27026368225%3Acmp400536625&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=179083201_91186356_2_2_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=179083201_91186356_2_2_0;hpos=1;matching_block_id=179083201_91186356_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=179083201_91186356_2_2_0__25840;srepoch=1692687887;srpvid=d85631c6419701c7;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Ascott Raffles Place Singapore,445307,4.3,5,https://www.booking.com/hotel/sg/ascott-singapore-raffles-place.en-gb.html?aid=1649686&label=ascott-singapore-raffles-place-CMi9nV1QLBBvwpoMPTw8mgS665985959724%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-146342138710%3Akwd-12930911523%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YdwTcLIbWZlfefYGj3m2lIc&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=2514005_151772614_2_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=2514005_151772614_2_0_0;hpos=1;matching_block_id=2514005_151772614_2_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=2514005_151772614_2_0_0__42000;srepoch=1692687937;srpvid=e50831df0d8102f5;type=total;ucfs=1&#hotelTmpl
Marina_Bay,Arton Boutique Hotel,146012,3.6,3,https://www.booking.com/hotel/sg/arton-boutique.ko.html?aid=324796&label=arton-boutique-_w6NcGfd_Ra6dsF4MYnQDQS466251510906%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atiaud-1110454565707%3Akwd-63000116858%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9Ye7BFAsTyVd6jsyF6ZiBpNI&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=77853806_93770467_0_0_0;checkin=2023-09-01;checkout=2023-09-02;dest_id=-73635;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=77853806_93770467_0_0_0;hpos=1;matching_block_id=77853806_93770467_0_0_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=77853806_93770467_0_0_0__13333;srepoch=1692688428;srpvid=50be32d4494900e2;type=total;ucfs=1&#hotelTmpl
HollyWood_Sign,Hilton Garden Inn Los Angeles,313938,3.8,3,https://www.booking.com/hotel/us/hollywood-2005-highland.ko.html?aid=1288395&label=metagha-link-LUKR-hotel-372963_dev-desktop_los-1_bw-6_dow-Monday_defdate-1_room-0_gstadt-2_rateid-0_aud-0_gacid-6641365084_mcid-10_ppa-0_clrid-0_ad-1_gstkid-0_checkin-20230828__lp-1009871_r-1528727824834185260&sid=6e2648a823313c5b63533995d3cddf74&all_sr_blocks=37296301_344384055_2_2_0;checkin=2023-08-28;checkout=2023-08-29;dest_id=20014181;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=1;highlighted_blocks=37296301_344384055_2_2_0;hpos=1;matching_block_id=37296301_344384055_2_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=37296301_344384055_2_2_0__21526;srepoch=1692688497;srpvid=47ad32f704d0037c;type=total;ucfs=1&#hotelTmpl
HollyWood_Sign,The Hollywood Roosevelt,424167,4.4,4,"https://www.booking.com/hotel/us/h-roosevelt-hollywood-california.en.html?aid=311984;label=h-roosevelt-hollywood-california-7qBPfP9ns5XtKnORNfIRXAS392710641571:pl:ta:p1:p21,093,000:ac:ap:neg:fi:tikwd-11702656000:lp1009871:li:dec:dm:ppccp=UmFuZG9tSVYkc2RlIyh9YV19IumoQ3O51m4Ge68sOW8;ws=&gad=1&gclid=EAIaIQobChMItanGm9zvgAMVIseWCh2rZgH3EAAYASAAEgJ3WfD_BwE"
HollyWood_Sign,Hollywood Hotel,269867,3.6,4,https://www.booking.com/hotel/us/hollywood-the-of-hollywood.en-gb.html?aid=356980&label=gog235jc-1DCAso7AFCGmhvbGx5d29vZC10aGUtb2YtaG9sbHl3b29kSDNYA2h9iAEBmAEJuAEXyAEM2AED6AEBiAIBqAIDuAL3wZGnBsACAdICJDZlZTNhMzE4LWM5MTMtNDg5OS1iYWM4LWJhMWMwMzM3MGUyZtgCBOACAQ&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&keep_landing=1&sb_price_type=total&type=total&
HollyWood_Sign,Kimpton Everly Hotel,436524,4.3,4,https://www.booking.com/hotel/us/kimpton-everly.en-gb.html?aid=356980&label=gog235jc-1DCAso7AFCDmtpbXB0b24tZXZlcmx5SDNYA2h9iAEBmAEJuAEXyAEM2AED6AEBiAIBqAIDuALPwpGnBsACAdICJDdkMDRkMGYxLTQyZmQtNDY4Yi1hYWFhLTEwY2ZjNDVmNGZjOdgCBOACAQ&sid=6e2648a823313c5b63533995d3cddf74&dist=0&group_adults=2&keep_landing=1&sb_price_type=total&type=total&
